"lepc1244","g:Tamsang:Lepcha"
"lepc1244","hev:Bodt:Eastern-Bhutan"
"lepc1244","hew:Dalton:Bengal"
"lepc1244","hld:Beames:Indian"
"lepc1244","hv:Sun:Taniish"
"lepc1244","hvw:Grierson:3:I"
"lepc1244","hvw:Latham:Comparative"
"lepc1244","s:Baskaran:Lepcha"
"lepc1244","s:Plaisir:Lepcha"
"lepc1244","s:Plaisir:Lepcha:2017"
"lepc1244","v:Bodman:Lepcha"
"lepc1244","w:Campbell:India"
"limb1266","d:Chemjong:Limbu"
"limb1266","d:Michailovsky:Limbu"
"limb1266","e:Fitzpatrick:Limbu"
"limb1266","ew:Campbell:Limboos"
"limb1266","g:Tumbahang:Chhatthare-Limbu"
"limb1266","g:Tumbahang:Chhatthare-Limbu:2017"
"limb1266","g:Tumbahang:Limbu"
"limb1266","g:WeidertSubba:Limbu"
"limb1266","g:vanDriem:Limbu"
"limb1266","hew:Dalton:Bengal"
"limb1266","hld:Beames:Indian"
"limb1266","hld:Namkung:Tibeto-Burman"
"limb1266","hvw:Grierson:3:I"
"limb1266","hvw:Latham:Comparative"
"limb1266","s:Nishi:Limbu"
"limb1266","s:Perumalsamy:Limbu"
"limb1266","w:Campbell:India"
"than1259","d:Turin:Thami"
"than1259","g:Turin:Thangmi"
"than1259","g:Turin:Thangmi:2006"
"than1259","hv:Chalise:Baram-Thami"
"than1259","hvw:Grierson:3:I"
"than1259","phon:Turin:Thangmi"
"than1259","v:Turin:Thangmi"
"paok1235","d:Shintani:Kadaw"
"paok1235","h:Fryer:Burma"
"paok1235","he:Diran:Burma"
"paok1235","hew:Scott-Hardiman:Burma-Shan"
"paok1235","hld:Grierson:12:Burma"
"paok1235","phon:Nishida:Pao"
"paok1235","phon:Thanamteun:Taungthu"
"paok1235","w:Tin:Taungthas"
"chug1252","g:Bodt:Duhumbi"
"chug1252","hvw:BlenchPost:Arunachal"
"chug1252","hwsoc:Abrahametal:WArunachal"
"chug1252","hwsoc:Abrahametal:WArunachal:2018"
"west2873","g:Lieberherr:Bulu-Puroik"
"west2873","vphon:Lieberherr:Puroik"
"ngal1291","d:Shintani:Matu"
"ngal1291","hvw:Hartmann:Southern-Chin"
"ngal1291","hvw:Thang:Chin"
"ngal1291","typ:Bedell:Matu"
"mila1245","e:Modi:Millangs"
"mila1245","g:Modi:Milang"
"mila1245","hew:Dunbar:Abors-Galongs"
"mila1245","hew:Grewal:Arunachal"
"mila1245","hld:Namkung:Tibeto-Burman"
"mila1245","hv:Anderson:West-Kameng"
"mila1245","hv:Post:Milang-Tani"
"mila1245","hv:PostModi:Milang"
"mila1245","hvw:BlenchPost:Arunachal"
"mila1245","s:Tayeng:Milang"
"tang1377","d:Post:Tangam"
"tang1377","e:Shashi:Tangams"
"tang1377","ew:Bhattacharjee:Tangams"
"tang1377","g:Post:Tangam"
"tang1377","hv:Sun:Taniish"
"tang1377","ld:Badu:Tangam"
"tang1377","ld:Post:Tangam"
"tang1377","s:Badu:Tangam"
"apat1240","d:Abraham:Apatani"
"apat1240","d:Bouchery:Apatani"
"apat1240","g:Abraham:Apatani"
"apat1240","hew:Grewal:Arunachal"
"apat1240","hld:Baruah:Sino-Tibetan-Arunachal"
"apat1240","hld:Namkung:Tibeto-Burman"
"apat1240","hv:PostSun:Tani"
"apat1240","hvld:Sun:Tani"
"apat1240","hvw:Simon:Arunachal"
"apat1240","phon:PostTage:Apatani"
"apat1240","s:KaniKani:Apatani"
"apat1240","s:Sai:Apatani"
"apat1240","s:Simon:Apatani"
"apat1240","typ:Nishi:Lhopa"
"sout2730","es:Fitzgerald:Min-Chia"
"sout2730","g:Zhao:Zhaozhuang-Bai"
"sout2730","g:ZhaoDai:Zhaozhuang-Bai"
"sout2730","hld:Namkung:Tibeto-Burman"
"sout2730","hv:Bradley:Mran-Ni"
"sout2730","hv:Dell:Bai"
"sout2730","hv:Wang:Bai"
"sout2730","hvw:Wang:Bai"
"sout2730","hvw:Wang:Bai:2012"
"sout2730","hvwphon:Sun:Zang-Mian-Yuyin-Cihui"
"sout2730","hwdial:Allen:Bai"
"sout2730","phond:Dell:Bai"
"sout2730","typ:Fu:Bai"
"sout2730","w:Dali:Bai"
"sout2730","w:Wang:Bai"
"diga1241","d:Chakravarty:Taraon"
"diga1241","d:Sastry:Mishmi"
"diga1241","e:Ghosh:Mishmis"
"diga1241","e:Rowlatt:Mishmee"
"diga1241","g:Jiang:Darang"
"diga1241","g:Sastry:Mishmi"
"diga1241","he:Singh:Scheduled"
"diga1241","hew:Grewal:Arunachal"
"diga1241","hld:Namkung:Tibeto-Burman"
"diga1241","hld:Sun:Eastern-Himalayan-China"
"diga1241","hv:Sun:Taniish"
"diga1241","hvld:Konow:Assam"
"diga1241","hvw:BlenchPost:Arunachal"
"diga1241","hvw:Brown:Indo-Chinese"
"diga1241","hvw:Grierson:3:I"
"diga1241","hvwphon:Sun:Zang-Mian-Yuyin-Cihui"
"diga1241","s:Pulu:Taraon"
"diga1241","s:Robinson:Mishmis"
"diga1241","s:Sunetal:Menba-Luoba"
"diga1241","typ:Nishi:Mishmi"
"diga1241","w:Bufan:Zangmian"
"diga1241","w:Campbell:India"
"diga1241","w:Kumar:Taravam"
"diga1241","w:Needham:Digaro"
"diga1241","w:Tawsik:Kaman-Tawrah"
"idum1241","d:Blench:Idu-Dictionary"
"idum1241","e:Baruah:Idu-Mishmis"
"idum1241","e:Ghosh:Mishmis"
"idum1241","ew:Bhattacharjee:Idus"
"idum1241","g:Jiang:Yidu"
"idum1241","he:Singh:Scheduled"
"idum1241","hes:Baima:Linzhi"
"idum1241","hew:Grewal:Arunachal"
"idum1241","hld:Namkung:Tibeto-Burman"
"idum1241","hld:Sun:Eastern-Himalayan-China"
"idum1241","hvld:Konow:Assam"
"idum1241","hvw:BlenchPost:Arunachal"
"idum1241","hvwphon:Sun:Zang-Mian-Yuyin-Cihui"
"idum1241","phon:Blench:Idu-Mishmi"
"idum1241","s:Blench:Idu-Grammar"
"idum1241","s:Blench:Idu:2017"
"idum1241","s:Pulu:Idu-Mishmi"
"idum1241","s:Pulu:Idu:1978"
"idum1241","s:Sun:Yidu"
"idum1241","s:Sunetal:Menba-Luoba"
"idum1241","s:Talukdar:Idu"
"idum1241","w:Bufan:Zangmian"
"idum1241","w:Campbell:India"
"idum1241","w:KumarPulu:Idu"
"drun1238","dial:DuoSun:Dulong"
"drun1238","e:Gongshan:Dulong"
"drun1238","e:SongShen:Dulong"
"drun1238","e:ZhuLi:Dulong"
"drun1238","g:Perlin:Trung"
"drun1238","g:Sun:Dulong"
"drun1238","hew:dOrleans:Tonkin"
"drun1238","hld:Namkung:Tibeto-Burman"
"drun1238","hv:Bradley:Mran-Ni"
"drun1238","hvwphon:Sun:Zang-Mian-Yuyin-Cihui"
"drun1238","hwphon:Daietal:Zangmianyu"
"drun1238","hws:YDBW:Yunnan"
"drun1238","ld:Luo:Nuyu"
"drun1238","ld:Luo:Nuyu:1999"
"drun1238","s:LaPolla:Dulong"
"drun1238","s:Luo:Qiu"
"drun1238","s:Luo:Qiu:1942"
"drun1238","s:Luo:Qiu:1952"
